legacyTeamId,country,division,legacySlotName
443,Itália,3,Napoli United
445,Itália,3,Palermo FC
446,Itália,3,Genova City
447,Itália,3,Atlético Bologna
448,Itália,3,Firenze FC
449,Itália,3,Bari FC 1
450,Itália,3,Deportivo Catania
451,Itália,3,Verona FC
452,Itália,3,Cagliari FC
454,Itália,3,Udine FC
455,Itália,3,FC Monza
456,Itália,3,Mundial Empoli
457,Itália,3,Salerno FC
458,Itália,3,Venezia FC 1
459,Itália,3,Sassuolo FC 1
460,Itália,3,Frosinone FC 1
461,Itália,3,Parma FC
463,Itália,3,Cremona FC
464,Itália,3,Spezia
465,Itália,3,Inter Pisa
466,Itália,3,Sport Brescia
467,Itália,3,Sport Reggio Emilia
468,Itália,3,Ferrara FC
469,Itália,3,Padova
470,Itália,3,Perugia
471,Itália,3,Livorno Athletic
472,Itália,3,Vicenza FC
473,Itália,3,Ancona FC
474,Itália,3,Trieste City
475,Itália,3,Taranto Sociedade
476,Itália,3,Roma FC 1
477,Itália,3,Milano 1
479,Itália,3,Torino 1
480,Itália,3,Palermo FC 1
481,Itália,3,Club Genova
483,Itália,3,Firenze 2
484,Itália,3,Bari
485,Itália,3,Real Catania
486,Itália,3,Inter Verona
487,Itália,3,Cagliari FC 1
488,Itália,3,Lecce FC
489,Itália,3,Udine 1
490,Itália,3,Monza FC 1
491,Itália,3,Empoli
492,Itália,3,Salerno 1
493,Itália,3,Venezia Athletic
494,Itália,3,Atlético Sassuolo
495,Itália,3,Frosinone FC 2
496,Itália,3,Parma Athletic
497,Itália,3,Como 1
498,Itália,3,Cremona
499,Itália,3,Spezia City
500,Itália,3,Atlético Pisa
653,Alemanha,3,Mundial Augsburg
654,Alemanha,3,Mainz Athletic
655,Alemanha,3,Atlético Freiburg
656,Alemanha,3,Heidenheim Sporting
834,França,2,Le Havre
835,França,2,Deportivo Metz
836,França,2,Lorient AC
837,França,3,Paris Sporting
838,França,3,União Marseille 1
839,França,3,Lyon FC 1
840,França,3,Atlético Toulouse
841,França,3,Nice Sporting
842,França,3,Nantes Sporting
843,França,3,Strasbourg Athletic
844,França,3,Montpellier FC 1
845,França,3,Bordeaux 1
846,França,3,Lille 2
847,França,3,Rennes FC
848,França,3,Reims
849,França,3,Sport Monaco
850,França,3,Lens Sporting
851,França,3,Brest FC 1
852,França,3,Le Havre Sociedade
853,França,3,Sport Metz
1019,Portugal,2,Mundial Lisboa
1020,Portugal,2,Porto City
1021,Portugal,2,Braga FC
1022,Portugal,2,Coimbra
1023,Portugal,2,Funchal Sociedade
1024,Portugal,2,Setubal Sporting
1025,Portugal,2,Faro FC
1026,Portugal,2,Guimaraes
1027,Portugal,2,Aveiro Sociedade
1028,Portugal,2,Viseu
1029,Portugal,2,Real Portimao
1030,Portugal,2,Chaves FC
1031,Portugal,2,Estoril
1032,Portugal,2,Moreira FC 1
1034,Portugal,2,Famalicao FC
1035,Portugal,2,Barcelos 1
1037,Portugal,3,Lisboa FC
1038,Portugal,3,Real Porto
1039,Portugal,3,Braga Sporting
1040,Portugal,3,Mundial Coimbra
1041,Portugal,3,Funchal FC
1042,Portugal,3,Setubal
1043,Portugal,3,Faro FC 1
1044,Portugal,3,Guimaraes 1
1045,Portugal,3,Aveiro
1046,Portugal,3,FC Viseu
1047,Portugal,3,Sport Portimao
1048,Portugal,3,Mundial Chaves
1049,Portugal,3,Estoril AC
1050,Portugal,3,Moreira FC 2
1051,Portugal,3,Arouca FC
1052,Portugal,3,Famalicao
1053,Portugal,3,Barcelos United
1054,Portugal,3,Rio Ave Athletic
1219,Países Baixos,2,Mundial Amsterdam
1220,Países Baixos,2,Rotterdam AC
1221,Países Baixos,2,Den Haag
1222,Países Baixos,2,Inter Utrecht
1223,Países Baixos,2,Eindhoven FC 1
1224,Países Baixos,2,Groningen Sporting
1225,Países Baixos,2,Arnhem AC 1
1226,Países Baixos,2,FC Enschede
1227,Países Baixos,2,Tilburg FC
1228,Países Baixos,2,União Breda 1
1229,Países Baixos,2,Alkmaar City
1230,Países Baixos,2,Nijmegen FC
1231,Países Baixos,2,Heerenveen United
1232,Países Baixos,2,Zwolle FC
1233,Países Baixos,2,Almere 1
1234,Países Baixos,2,Sport Sittard
1235,Países Baixos,2,Waalwijk
1236,Países Baixos,2,Volendam
1237,Países Baixos,2,Emmen
1238,Países Baixos,2,Leeuwarden
1239,Países Baixos,3,Amsterdam Sporting
1240,Países Baixos,3,Rotterdam FC
1241,Países Baixos,3,Den Haag FC
1242,Países Baixos,3,Utrecht FC
1243,Países Baixos,3,Eindhoven Sociedade
1244,Países Baixos,3,Groningen FC
1245,Países Baixos,3,Arnhem FC
1246,Países Baixos,3,Enschede FC 1
1247,Países Baixos,3,Tilburg FC 1
1248,Países Baixos,3,Sport Breda
1249,Países Baixos,3,Alkmaar Sporting
1250,Países Baixos,3,Nijmegen Sporting
1251,Países Baixos,3,Heerenveen FC 1
1252,Países Baixos,3,Zwolle
1253,Países Baixos,3,Deportivo Almere
1254,Países Baixos,3,Club Sittard
1255,Países Baixos,3,Waalwijk 1
1256,Países Baixos,3,Mundial Volendam
1417,Bélgica,2,Brussels FC 1
1418,Bélgica,2,Real Antwerp
1419,Bélgica,2,Gent 1
1420,Bélgica,2,Deportivo Charleroi
1421,Bélgica,2,Liege FC 1
1422,Bélgica,2,Brugge Sporting
1423,Bélgica,2,Namur FC
1424,Bélgica,2,Mons
1425,Bélgica,2,Leuven United
1426,Bélgica,2,Mechelen
1427,Bélgica,2,Anderlecht Sociedade
1428,Bélgica,2,Genk
1429,Bélgica,2,Kortrijk Sporting
1430,Bélgica,2,Eupen Athletic
1431,Bélgica,2,Westerlo FC
1432,Bélgica,2,Deportivo Sint-Truiden
1433,Bélgica,3,FC Brussels
1434,Bélgica,3,Antwerp
1435,Bélgica,3,Gent United
1436,Bélgica,3,Charleroi
1437,Bélgica,3,Liege Sociedade
1438,Bélgica,3,Real Brugge
1439,Bélgica,3,Namur United
1440,Bélgica,3,Mons 1
1441,Bélgica,3,Leuven
1442,Bélgica,3,Mechelen FC 1
1443,Bélgica,3,Inter Anderlecht
1444,Bélgica,3,Genk 1
1445,Bélgica,3,Real Kortrijk
1446,Bélgica,3,Eupen Athletic 1
1447,Bélgica,3,Sport Westerlo
1448,Bélgica,3,Sint-Truiden FC 1
1449,Bélgica,3,Cercle FC
1450,Bélgica,3,Mundial Union SG
1620,Turquia,2,Mundial Istanbul
1621,Turquia,2,Ankara
1622,Turquia,2,Izmir
1623,Turquia,2,Bursa Sociedade
1624,Turquia,2,Adana
1625,Turquia,2,Gaziantep FC
1626,Turquia,2,Sport Konya
1627,Turquia,2,Antalya United
1628,Turquia,2,Kayseri
1629,Turquia,2,Trabzon Sociedade
1630,Turquia,2,Sivas
1631,Turquia,2,Rize FC
1632,Turquia,2,Club Galatasaray
1633,Turquia,2,Fenerbahce Sociedade
1634,Turquia,2,Besiktas FC
1635,Turquia,2,Sport Kasimpasa
1636,Turquia,2,Basaksehir
1637,Turquia,2,Alanya City
1638,Turquia,2,Hatay United 1
1639,Turquia,2,Samsun
1640,Turquia,3,Istanbul FC 1
1641,Turquia,3,Ankara FC
1642,Turquia,3,Izmir United
1643,Turquia,3,Bursa FC
1644,Turquia,3,Adana United
1645,Turquia,3,Gaziantep FC 1
1646,Turquia,3,Konya
1647,Turquia,3,Antalya FC
1648,Turquia,3,Club Kayseri
1649,Turquia,3,Trabzon FC
1650,Turquia,3,Sivas 1
1651,Turquia,3,Rize 1
1652,Turquia,3,Galatasaray FC
1653,Turquia,3,Fenerbahce AC
1654,Turquia,3,Besiktas 1
1655,Turquia,3,Kasimpasa
1656,Turquia,3,Basaksehir FC
1657,Turquia,3,Alanya FC
1658,Turquia,3,Hatay FC
1659,Turquia,3,Samsun 1
1660,Turquia,3,FC Ankaragucu
1661,Turquia,3,Sport Karagumruk
1662,Turquia,3,Giresun FC
1663,Turquia,3,Göztepe FC
1664,Turquia,3,Denizli
1665,Turquia,3,Mundial Genclerbirligi
1666,Turquia,3,Istanbul Sociedade
1667,Turquia,3,União Ankara
1668,Turquia,3,Izmir FC 1
1669,Turquia,3,Bursa FC 1
1670,Turquia,3,Sport Adana
1671,Turquia,3,Gaziantep Sporting
1672,Turquia,3,Deportivo Konya
1673,Turquia,3,Antalya
1674,Turquia,3,Kayseri 1
1675,Turquia,3,Club Trabzon
1676,Turquia,3,FC Sivas
1677,Turquia,3,Rize FC 1
1813,Escócia,2,Glasgow Sporting
1814,Escócia,2,Edinburgh City
1815,Escócia,2,Atlético Aberdeen
1816,Escócia,2,Dundee FC
1817,Escócia,2,Mundial Inverness
1818,Escócia,2,Perth
1819,Escócia,2,Paisley 1
1823,Escócia,3,Deportivo Glasgow
1824,Escócia,3,Deportivo Edinburgh
1825,Escócia,3,Aberdeen FC
1827,Escócia,3,Real Inverness
1828,Escócia,3,Perth United
1829,Escócia,3,Inter Paisley
1830,Escócia,3,Inter Falkirk
1831,Escócia,3,Celtic FC
1832,Escócia,3,Deportivo Rangers
2013,Áustria,2,Wien AC
2014,Áustria,2,Salzburg FC 1
2015,Áustria,2,Graz FC 1
2016,Áustria,2,Club Linz
2017,Áustria,2,Innsbruck 1
2018,Áustria,2,Deportivo Klagenfurt
2019,Áustria,2,Villach
2020,Áustria,2,Mundial Wels
2021,Áustria,2,Rapid
2022,Áustria,2,FC Austria
2023,Áustria,2,Inter Sturm
2024,Áustria,2,FC LASK
2025,Áustria,2,Hartberg FC
2026,Áustria,2,Wolfsberg City
2027,Áustria,2,Altach FC
2028,Áustria,2,Lustenau Sporting
2029,Áustria,3,Inter Wien
2030,Áustria,3,Salzburg FC 2
2031,Áustria,3,Graz Sporting
2032,Áustria,3,Inter Linz
2033,Áustria,3,Sport Innsbruck
2034,Áustria,3,Klagenfurt
2035,Áustria,3,União Villach
2036,Áustria,3,Wels
2037,Áustria,3,Rapid 1
2038,Áustria,3,Austria FC
2039,Áustria,3,Sturm 1
2040,Áustria,3,LASK AC
2041,Áustria,3,Club Hartberg
2042,Áustria,3,Wolfsberg
2043,Áustria,3,Atlético Altach
2044,Áustria,3,União Lustenau
2213,Suíça,2,Zurich AC
2214,Suíça,2,Geneva FC
2215,Suíça,2,Basel
2216,Suíça,2,Lausanne
2217,Suíça,2,União Bern
2218,Suíça,2,União Winterthur
2219,Suíça,2,Mundial Lucerne
2220,Suíça,2,St. Gallen
2221,Suíça,2,Young Boys
2222,Suíça,2,Grasshopper
2413,Dinamarca,2,Copenhagen 1
2414,Dinamarca,2,Aarhus
2415,Dinamarca,2,Odense FC 1
2416,Dinamarca,2,Aalborg
2417,Dinamarca,2,Esbjerg Athletic
2419,Dinamarca,2,Kolding Sporting
2420,Dinamarca,2,Horsens FC 1
2421,Dinamarca,2,Brondby Athletic
2422,Dinamarca,2,Midtjylland 1
2424,Dinamarca,2,Silkeborg FC 1
2425,Dinamarca,3,União Copenhagen
2426,Dinamarca,3,Aarhus 1
2427,Dinamarca,3,Odense FC 2
2428,Dinamarca,3,Aalborg United
2429,Dinamarca,3,Esbjerg 1
2430,Dinamarca,3,Randers 1
2431,Dinamarca,3,Kolding FC
2432,Dinamarca,3,Horsens Sporting
2433,Dinamarca,3,Brondby City
2434,Dinamarca,3,Midtjylland FC
2435,Dinamarca,3,Inter Nordsjælland
2436,Dinamarca,3,Silkeborg FC 2
2617,Noruega,2,Oslo 1
2618,Noruega,2,Bergen FC
2619,Noruega,2,Trondheim 1
2620,Noruega,2,Stavanger Sporting
2621,Noruega,2,Inter Bodo
2622,Noruega,2,Tromso
2623,Noruega,2,Kristiansand 1
2624,Noruega,2,Alesund FC
2625,Noruega,2,Glimt FC
2627,Noruega,2,Deportivo Lillestrom
2628,Noruega,2,Valerenga FC
2629,Noruega,2,Sandefjord
2631,Noruega,2,Sarpsborg FC
2632,Noruega,2,Haugesund
2817,Suécia,2,Sport Stockholm
2818,Suécia,2,FC Goteborg
2819,Suécia,2,Malmo Sporting
2820,Suécia,2,Uppsala
2821,Suécia,2,Vasteras FC 1
2822,Suécia,2,Orebro FC
2823,Suécia,2,Linkoping
2824,Suécia,2,Helsingborg
2825,Suécia,2,AIK FC
2826,Suécia,2,Djurgården FC
2827,Suécia,2,Deportivo Hammarby
2828,Suécia,2,Deportivo Elfsborg
2829,Suécia,2,Häcken FC
2830,Suécia,2,Norrköping Sociedade
2831,Suécia,2,Halmstad
2832,Suécia,2,Kalmar
3019,Polônia,2,Club Warszawa
3020,Polônia,2,Krakow
3021,Polônia,2,Lodz Athletic
3022,Polônia,2,Wroclaw
3023,Polônia,2,Poznan Sporting
3024,Polônia,2,Gdansk FC
3025,Polônia,2,Szczecin 1
3026,Polônia,2,Mundial Bydgoszcz
3027,Polônia,2,Inter Legia
3028,Polônia,2,Inter Lech
3029,Polônia,2,Rakow City
3030,Polônia,2,Inter Pogon
3031,Polônia,2,Slask FC
3032,Polônia,2,Deportivo Widzew
3033,Polônia,2,Ruch
3034,Polônia,2,Piast FC
3035,Polônia,2,Gornik FC
3036,Polônia,2,Jagiellonia
3217,Tchéquia,2,Deportivo Praha
3218,Tchéquia,2,Brno Athletic
3219,Tchéquia,2,Ostrava FC
3220,Tchéquia,2,Real Plzen
3221,Tchéquia,2,Club Olomouc
3222,Tchéquia,2,Liberec Sporting
3223,Tchéquia,2,Ceske Budejovice City 1
3224,Tchéquia,2,Inter Hradec Kralove
3225,Tchéquia,2,Mundial Sparta
3226,Tchéquia,2,Slavia FC
3227,Tchéquia,2,Viktoria FC
3228,Tchéquia,2,Banik United
3229,Tchéquia,2,Slovan 1
3230,Tchéquia,2,Club Mlada Boleslav
3231,Tchéquia,2,Teplice FC
3232,Tchéquia,2,Jablonec Sociedade
3233,Tchéquia,3,Deportivo Praha 1
3234,Tchéquia,3,Brno
3235,Tchéquia,3,Ostrava City
3236,Tchéquia,3,Plzen 1
3237,Tchéquia,3,Olomouc FC
3238,Tchéquia,3,Liberec 1
3239,Tchéquia,3,Ceske Budejovice
3240,Tchéquia,3,Hradec Kralove
3241,Tchéquia,3,Mundial Sparta 1
3242,Tchéquia,3,Slavia Sporting
3243,Tchéquia,3,Inter Viktoria
3244,Tchéquia,3,Atlético Banik
3245,Tchéquia,3,União Slovan
3246,Tchéquia,3,Mlada Boleslav
3247,Tchéquia,3,Teplice FC 1
3248,Tchéquia,3,Jablonec AC
3249,Tchéquia,3,Pardubice City
3250,Tchéquia,3,Bohemians FC
3251,Tchéquia,3,Praha FC
3252,Tchéquia,3,Brno FC 1
3253,Tchéquia,3,Ostrava Sporting
3254,Tchéquia,3,Plzen 2
3255,Tchéquia,3,Olomouc Sporting
3256,Tchéquia,3,Liberec United
3257,Tchéquia,3,Ceske Budejovice FC
3258,Tchéquia,3,Sport Hradec Kralove
3259,Tchéquia,3,Sparta 1
3260,Tchéquia,3,Slavia
3261,Tchéquia,3,Sport Viktoria
3262,Tchéquia,3,Banik AC
3263,Tchéquia,3,Slovan FC
3264,Tchéquia,3,Mlada Boleslav FC
3265,Tchéquia,3,Teplice
3266,Tchéquia,3,Jablonec FC 1
3267,Tchéquia,3,Pardubice Sociedade
3268,Tchéquia,3,Bohemians FC 1
3269,Tchéquia,3,Praha AC
3270,Tchéquia,3,Sport Brno
3271,Tchéquia,3,Ostrava FC 1
3272,Tchéquia,3,Plzen 3
3273,Tchéquia,3,Olomouc 1
3274,Tchéquia,3,Deportivo Liberec
3275,Tchéquia,3,Ceske Budejovice FC 1
3276,Tchéquia,3,Hradec Kralove Sociedade
3277,Tchéquia,3,Sparta 2
3278,Tchéquia,3,Slavia 1
3279,Tchéquia,3,Viktoria 1
3280,Tchéquia,3,Banik FC
3411,Croácia,2,Zagreb FC
3412,Croácia,2,Split
3413,Croácia,2,Rijeka FC
3414,Croácia,2,Mundial Osijek
3415,Croácia,2,Zadar
3416,Croácia,2,Pula FC 1
3417,Croácia,2,Slavonski Brod FC
3418,Croácia,2,Karlovac
3419,Croácia,2,Sport Dinamo
3420,Croácia,2,Hajduk 1
3421,Croácia,2,Lokomotiva FC
3422,Croácia,2,Gorica FC
3423,Croácia,3,Club Zagreb
3424,Croácia,3,Split FC
3425,Croácia,3,União Rijeka
3426,Croácia,3,Osijek FC
3427,Croácia,3,Zadar United
3428,Croácia,3,Pula FC 2
3429,Croácia,3,Slavonski Brod FC 1
3430,Croácia,3,Club Karlovac
3431,Croácia,3,Real Dinamo
3432,Croácia,3,Hajduk AC
3433,Croácia,3,Lokomotiva FC 1
3434,Croácia,3,Club Gorica
3435,Croácia,3,Varaždin FC
3436,Croácia,3,Slaven Belupo FC
3437,Croácia,3,Atlético Istra
3438,Croácia,3,Rudeš FC
3439,Croácia,3,Šibenik
3440,Croácia,3,Cibalia Sociedade
3441,Croácia,3,FC Zagreb
3442,Croácia,3,Split FC 1
3443,Croácia,3,Rijeka FC 1
3444,Croácia,3,Atlético Osijek
3445,Croácia,3,Zadar AC
3446,Croácia,3,Pula FC 3
3447,Croácia,3,Slavonski Brod Sporting
3448,Croácia,3,Karlovac United
3449,Croácia,3,Dinamo Sporting
3450,Croácia,3,Hajduk 2
3451,Croácia,3,Lokomotiva AC
3452,Croácia,3,Gorica AC
3453,Croácia,3,Club Varaždin
3454,Croácia,3,Slaven Belupo FC 1
3455,Croácia,3,Sport Istra
3456,Croácia,3,Mundial Rudeš
3457,Croácia,3,Sport Šibenik
3458,Croácia,3,Cibalia
3459,Croácia,3,Zagreb 1
3460,Croácia,3,Inter Split
3461,Croácia,3,Rijeka FC 2
3462,Croácia,3,Osijek FC 1
3463,Croácia,3,Zadar FC 1
3464,Croácia,3,Pula FC 4
3465,Croácia,3,Slavonski Brod
3466,Croácia,3,Karlovac FC
3467,Croácia,3,Dinamo United
3468,Croácia,3,União Hajduk
3469,Croácia,3,União Lokomotiva
3470,Croácia,3,Gorica United
3471,Croácia,3,Varaždin City
3472,Croácia,3,Deportivo Slaven Belupo
3473,Croácia,3,Istra
3475,Croácia,3,Club Šibenik
3476,Croácia,3,Cibalia FC
3477,Croácia,3,Zagreb Athletic
3478,Croácia,3,Split FC 2
3617,Sérvia,2,Beograd FC
3618,Sérvia,2,Novi Sad City
3619,Sérvia,2,Nis
3620,Sérvia,2,Kragujevac FC
3621,Sérvia,2,Real Subotica
3622,Sérvia,2,Leskovac
3623,Sérvia,2,Krusevac FC
3624,Sérvia,2,Pancevo City
3625,Sérvia,2,Crvena Zvezda FC 1
3626,Sérvia,2,Partizan FC
3627,Sérvia,2,Vojvodina FC
3628,Sérvia,2,Čukarički City
3629,Sérvia,2,Mundial TSC Bačka Palanka
3630,Sérvia,2,União Novi Pazar
3631,Sérvia,2,Inter Voždovac
3632,Sérvia,2,Inter Radnički
3633,Sérvia,3,Beograd
3634,Sérvia,3,Novi Sad
3635,Sérvia,3,Nis Sporting
3636,Sérvia,3,Inter Kragujevac
3637,Sérvia,3,Subotica FC
3638,Sérvia,3,Leskovac Sporting
3639,Sérvia,3,Krusevac
3640,Sérvia,3,Real Pancevo
3641,Sérvia,3,Crvena Zvezda FC 2
3643,Sérvia,3,Vojvodina City
3645,Sérvia,3,TSC Bačka Palanka FC
3647,Sérvia,3,Voždovac AC
3648,Sérvia,3,União Radnički
3649,Sérvia,3,Napredak Athletic
3650,Sérvia,3,Javor
3815,Grécia,2,Club Athina
3816,Grécia,2,Thessaloniki AC
3817,Grécia,2,Patra Athletic
3818,Grécia,2,Larisa FC
3819,Grécia,2,Heraklion FC 1
3820,Grécia,2,Volos Athletic
3821,Grécia,2,Club Ioannina
3822,Grécia,2,Chania United
3823,Grécia,2,Olympiacos FC 1
3824,Grécia,2,Panathinaikos Sporting
3825,Grécia,2,AEK AC
3826,Grécia,2,PAOK FC
3827,Grécia,2,Club Aris
3828,Grécia,2,Asteras FC
4211,Argentina,1,Buenos Aires FC
4212,Argentina,1,Rosario
4213,Argentina,1,Mundial Córdoba
4214,Argentina,1,Mendoza FC
4215,Argentina,1,La Plata
4216,Argentina,1,Tucumán FC
4217,Argentina,1,Salta FC
4218,Argentina,1,Santa Fe United
4219,Argentina,1,Mar del Plata FC
4220,Argentina,1,San Juan FC
4221,Argentina,1,União Lanús
4222,Argentina,1,Avellaneda
4223,Argentina,1,Banfield City
4224,Argentina,1,Quilmes 1
4225,Argentina,1,Tigre FC
4226,Argentina,1,Buenos Aires FC 1
4227,Argentina,1,Rosario FC
4228,Argentina,1,Córdoba FC
4229,Argentina,1,Mendoza United
4230,Argentina,1,La Plata AC
4241,Argentina,2,FC Buenos Aires
4242,Argentina,2,Rosario FC 1
4243,Argentina,2,Córdoba Athletic
4244,Argentina,2,Mendoza
4245,Argentina,2,La Plata FC
4246,Argentina,2,Atlético Tucumán 1
4247,Argentina,2,Sport Salta
4248,Argentina,2,Santa Fe
4249,Argentina,2,Inter Mar del Plata
4250,Argentina,2,San Juan FC 1
4251,Argentina,2,FC Lanús
4252,Argentina,2,Avellaneda FC
4253,Argentina,2,Deportivo Banfield
4254,Argentina,2,Quilmes 2
4255,Argentina,2,União Tigre
4256,Argentina,2,Buenos Aires FC 2
4257,Argentina,2,Club Rosario
4258,Argentina,2,Club Córdoba
4259,Argentina,2,Inter Mendoza
4260,Argentina,2,La Plata FC 1
4261,Argentina,2,Tucumán FC 1
4262,Argentina,2,Salta FC 1
4263,Argentina,2,Santa Fe 1
4264,Argentina,2,Mundial Mar del Plata
4265,Argentina,2,San Juan
4266,Argentina,2,Lanús FC
4277,Argentina,3,Buenos Aires
4278,Argentina,3,Rosario FC 2
4279,Argentina,3,Córdoba FC 1
4280,Argentina,3,Atlético Mendoza
4281,Argentina,3,La Plata City
4282,Argentina,3,Club Tucumán
4283,Argentina,3,Salta
4284,Argentina,3,Santa Fe 2
4285,Argentina,3,Real Mar del Plata
4286,Argentina,3,San Juan 1
4287,Argentina,3,Atlético Lanús
4288,Argentina,3,Avellaneda FC 1
4289,Argentina,3,Atlético Banfield
4290,Argentina,3,FC Quilmes
4291,Argentina,3,Mundial Tigre
4292,Argentina,3,Buenos Aires FC 3
4293,Argentina,3,Rosario Athletic
4294,Argentina,3,Córdoba
4295,Argentina,3,Mendoza Sporting
4296,Argentina,3,La Plata 1
4297,Argentina,3,Tucumán
4298,Argentina,3,Salta 1
4299,Argentina,3,Santa Fe FC
4300,Argentina,3,Mar del Plata
4301,Argentina,3,San Juan United
4302,Argentina,3,Lanús FC 1
4303,Argentina,3,Avellaneda Sporting
4304,Argentina,3,Banfield 1
4305,Argentina,3,Quilmes FC
4306,Argentina,3,Tigre United
4401,Colômbia,1,Bogotá AC
4402,Colômbia,1,União Medellín
4403,Colômbia,1,Cali FC
4404,Colômbia,1,Barranquilla
4405,Colômbia,1,Deportivo Cartagena
4406,Colômbia,1,Bucaramanga
4407,Colômbia,1,Pereira Athletic
4408,Colômbia,1,Ibagué FC
4409,Colômbia,1,Manizales
4410,Colômbia,1,Deportivo Santa Marta
4411,Colômbia,1,Cúcuta
4412,Colômbia,1,Pastos FC
4413,Colômbia,1,Tunja United
4414,Colômbia,1,Neiva
4415,Colômbia,1,FC Bogotá
4416,Colômbia,1,Medellín
4417,Colômbia,1,Cali FC 1
4418,Colômbia,1,Barranquilla Sociedade
4419,Colômbia,1,Cartagena FC
4420,Colômbia,1,Bucaramanga AC
4421,Colômbia,2,Bogotá
4422,Colômbia,2,Medellín City
4423,Colômbia,2,Cali FC 2
4424,Colômbia,2,Real Barranquilla
4425,Colômbia,2,FC Cartagena
4426,Colômbia,2,Bucaramanga Athletic
4427,Colômbia,2,Pereira FC
4428,Colômbia,2,Ibagué
4429,Colômbia,2,Deportivo Manizales
4430,Colômbia,2,Santa Marta
4431,Colômbia,2,Cúcuta 1
4432,Colômbia,2,Club Pastos
4433,Colômbia,2,Deportivo Tunja
4434,Colômbia,2,Neiva 1
4435,Colômbia,2,Bogotá 1
4436,Colômbia,2,Sport Medellín
4437,Colômbia,3,Bogotá 2
4438,Colômbia,3,Medellín FC
4439,Colômbia,3,Cali
4440,Colômbia,3,Barranquilla FC
4441,Colômbia,3,Cartagena AC
4442,Colômbia,3,Bucaramanga FC
4443,Colômbia,3,Pereira FC 1
4444,Colômbia,3,Ibagué 1
4445,Colômbia,3,Manizales City
4446,Colômbia,3,Inter Santa Marta
4447,Colômbia,3,Cúcuta 2
4448,Colômbia,3,FC Pastos
4449,Colômbia,3,Real Tunja
4450,Colômbia,3,Neiva Athletic
4451,Colômbia,3,Real Bogotá
4452,Colômbia,3,União Medellín 1
4453,Colômbia,3,Cali City
4454,Colômbia,3,Sport Barranquilla
4455,Colômbia,3,Cartagena
4456,Colômbia,3,Bucaramanga FC 1
4457,Colômbia,3,Deportivo Pereira
4458,Colômbia,3,Club Ibagué
4459,Colômbia,3,Manizales 1
4460,Colômbia,3,União Santa Marta
4461,Colômbia,3,Cúcuta FC
